SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
952,534,"I met Dr. Alan Moore, at Westbridge Medical Campus, for arthroscopic knee repair, the appointment process was smooth, several things went wrong without explanation",negative,Westbridge Medical Campus,facility,negative
953,534,"I met Dr. Alan Moore, at Westbridge Medical Campus, for arthroscopic knee repair, the appointment process was smooth, several things went wrong without explanation",negative,arthroscopic knee repair,surgery,negative
954,534,"I met Dr. Alan Moore, at Westbridge Medical Campus, for arthroscopic knee repair, the appointment process was smooth, several things went wrong without explanation",negative,appointment,appointment,positive
955,906,"I met Dr. Riya Patel, at Northlake Surgery Hospital, the experience was acceptable but unremarkable",neutral,Dr. Riya Patel,doctor,neutral
956,906,"I met Dr. Riya Patel, at Northlake Surgery Hospital, the experience was acceptable but unremarkable",neutral,Northlake Surgery Hospital,facility,neutral
957,404,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, I left feeling confused and frustrated",negative,Dr. Hannah Brooks,doctor,negative
958,404,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, I left feeling confused and frustrated",negative,Oakwood Surgical Institute,facility,negative
959,404,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, I left feeling confused and frustrated",negative,appointment,appointment,negative
960,404,"I met Dr. Hannah Brooks, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, I left feeling confused and frustrated",negative,parking,parking,negative
961,387,"for minor outpatient biopsy, one nurse was helpful while another seemed annoyed, I left feeling confused and frustrated",negative,minor outpatient biopsy,surgery,negative
962,387,"for minor outpatient biopsy, one nurse was helpful while another seemed annoyed, I left feeling confused and frustrated",negative,nurse (individual),nurse,positive
963,570,"nursing staff followed standard checks, the experience felt disorganized and poorly explained could just be bad luck",neutral,nursing staff,nurse,neutral
964,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,Dr. Hannah Brooks,doctor,negative
965,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,Summit Care Facility,facility,negative
966,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,hernia correction,surgery,negative
967,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,hernia correction surgery,surgery,negative
968,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,nurse (individual),nurse,positive
969,546,"I met Dr. Hannah Brooks, at Summit Care Facility, for hernia correction surgery, one nurse was helpful while another seemed annoyed, parking signs were unclear, I left feeling confused and frustrated",negative,parking,parking,negative
970,455,"I met Dr. Hannah Brooks, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,Dr. Hannah Brooks,doctor,negative
971,455,"I met Dr. Hannah Brooks, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,nursing staff,nurse,negative
972,455,"I met Dr. Hannah Brooks, my appointment was rescheduled twice, nurses changed shifts without notice, several things went wrong without explanation which contradicts what I was told earlier",negative,appointment,appointment,negative
973,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,Dr. Marcus Lee,doctor,negative
974,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,Northlake Surgery Hospital,facility,negative
975,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,hernia correction,surgery,negative
976,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,hernia correction surgery,surgery,negative
977,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,appointment,appointment,negative
978,1,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for hernia correction surgery, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,parking,parking,negative
979,487,"I met Dr. Marcus Lee, at Riverside Health Clinic, for hernia correction surgery, I left feeling confused and frustrated",negative,Dr. Marcus Lee,doctor,negative
980,487,"I met Dr. Marcus Lee, at Riverside Health Clinic, for hernia correction surgery, I left feeling confused and frustrated",negative,Riverside Health Clinic,facility,negative
981,487,"I met Dr. Marcus Lee, at Riverside Health Clinic, for hernia correction surgery, I left feeling confused and frustrated",negative,hernia correction,surgery,negative
982,487,"I met Dr. Marcus Lee, at Riverside Health Clinic, for hernia correction surgery, I left feeling confused and frustrated",negative,hernia correction surgery,surgery,negative
983,68,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, overall the experience felt well managed and clear maybe I expected more",neutral,Dr. Hannah Brooks,doctor,neutral
984,68,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, overall the experience felt well managed and clear maybe I expected more",neutral,Northlake Surgery Hospital,facility,neutral
985,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,Dr. Steven Holt,doctor,negative
986,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,cardiac ablation,surgery,negative
987,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,cardiac ablation surgery,surgery,negative
988,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
989,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,appointment,appointment,positive
990,640,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, nurses changed shifts without notice, parking took longer than expected, I left feeling confused and frustrated",negative,parking,parking,negative
991,762,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,Dr. Marcus Lee,doctor,neutral
992,762,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,Northlake Surgery Hospital,facility,neutral
993,762,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad",neutral,nurse (individual),nurse,positive
994,511,"I met Dr. Riya Patel, I left feeling confused and frustrated",negative,Dr. Riya Patel,doctor,negative
995,665,", several things went wrong without explanation not sure why this happened",neutral,no_entity,none,none
996,336,"for minor outpatient biopsy, the appointment started late, several things went wrong without explanation not sure why this happened",neutral,minor outpatient biopsy,surgery,neutral
997,336,"for minor outpatient biopsy, the appointment started late, several things went wrong without explanation not sure why this happened",neutral,appointment,appointment,negative
998,360,"I met Dr. Alan Moore, at Westbridge Medical Campus, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience felt disorganized and poorly explained",negative,Dr. Alan Moore,doctor,negative
999,360,"I met Dr. Alan Moore, at Westbridge Medical Campus, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience felt disorganized and poorly explained",negative,Westbridge Medical Campus,facility,negative
1000,360,"I met Dr. Alan Moore, at Westbridge Medical Campus, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience felt disorganized and poorly explained",negative,nurse (individual),nurse,positive
1001,360,"I met Dr. Alan Moore, at Westbridge Medical Campus, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience felt disorganized and poorly explained",negative,appointment,appointment,negative
1002,360,"I met Dr. Alan Moore, at Westbridge Medical Campus, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, parking signs were unclear, the experience felt disorganized and poorly explained",negative,parking,parking,negative
1003,84,"I met Dr. Marcus Lee, for cardiac ablation surgery, the appointment started late, nurses changed shifts without notice, everything important was handled professionally",negative,Dr. Marcus Lee,doctor,negative
1004,84,"I met Dr. Marcus Lee, for cardiac ablation surgery, the appointment started late, nurses changed shifts without notice, everything important was handled professionally",negative,cardiac ablation,surgery,negative
1005,84,"I met Dr. Marcus Lee, for cardiac ablation surgery, the appointment started late, nurses changed shifts without notice, everything important was handled professionally",negative,cardiac ablation surgery,surgery,negative
1006,84,"I met Dr. Marcus Lee, for cardiac ablation surgery, the appointment started late, nurses changed shifts without notice, everything important was handled professionally",negative,nursing staff,nurse,negative
1007,84,"I met Dr. Marcus Lee, for cardiac ablation surgery, the appointment started late, nurses changed shifts without notice, everything important was handled professionally",negative,appointment,appointment,negative
1008,569,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, I left feeling confused and frustrated",negative,Dr. Steven Holt,doctor,negative
1009,569,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, I left feeling confused and frustrated",negative,cardiac ablation,surgery,negative
1010,569,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, I left feeling confused and frustrated",negative,cardiac ablation surgery,surgery,negative
1011,569,"I met Dr. Steven Holt, for cardiac ablation surgery, the appointment process was smooth, I left feeling confused and frustrated",negative,appointment,appointment,positive
1012,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,Dr. Riya Patel,doctor,neutral
1013,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,Northlake Surgery Hospital,facility,neutral
1014,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,spinal fusion,surgery,neutral
1015,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,spinal fusion procedure,surgery,neutral
1016,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,nursing staff,nurse,neutral
1017,216,"I met Dr. Riya Patel, at Northlake Surgery Hospital, for spinal fusion procedure, the appointment started late, nurses changed shifts without notice, everything important was handled professionally not sure why this happened",neutral,appointment,appointment,negative
1018,528,"at Northlake Surgery Hospital, for minor outpatient biopsy, nursing staff followed standard checks, several things went wrong without explanation maybe I expected more",neutral,Northlake Surgery Hospital,facility,neutral
1019,528,"at Northlake Surgery Hospital, for minor outpatient biopsy, nursing staff followed standard checks, several things went wrong without explanation maybe I expected more",neutral,minor outpatient biopsy,surgery,neutral
1020,528,"at Northlake Surgery Hospital, for minor outpatient biopsy, nursing staff followed standard checks, several things went wrong without explanation maybe I expected more",neutral,nursing staff,nurse,neutral
1021,483,"I met Dr. Alan Moore, at Summit Care Facility, for arthroscopic knee repair, the appointment process was smooth, the experience felt disorganized and poorly explained",negative,Dr. Alan Moore,doctor,negative
1022,483,"I met Dr. Alan Moore, at Summit Care Facility, for arthroscopic knee repair, the appointment process was smooth, the experience felt disorganized and poorly explained",negative,Summit Care Facility,facility,negative
1023,483,"I met Dr. Alan Moore, at Summit Care Facility, for arthroscopic knee repair, the appointment process was smooth, the experience felt disorganized and poorly explained",negative,arthroscopic knee repair,surgery,negative
1024,483,"I met Dr. Alan Moore, at Summit Care Facility, for arthroscopic knee repair, the appointment process was smooth, the experience felt disorganized and poorly explained",negative,appointment,appointment,positive
1025,475,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, several things went wrong without explanation",negative,Dr. Hannah Brooks,doctor,negative
1026,475,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, several things went wrong without explanation",negative,Riverside Health Clinic,facility,negative
1027,475,"I met Dr. Hannah Brooks, at Riverside Health Clinic, my appointment was rescheduled twice, several things went wrong without explanation",negative,appointment,appointment,negative
1028,810,"my appointment was rescheduled twice, the nurse explained the medication schedule, parking signs were unclear, the experience was acceptable but unremarkable",neutral,nursing staff,nurse,neutral
1029,810,"my appointment was rescheduled twice, the nurse explained the medication schedule, parking signs were unclear, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1030,810,"my appointment was rescheduled twice, the nurse explained the medication schedule, parking signs were unclear, the experience was acceptable but unremarkable",neutral,parking,parking,negative
1031,429,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment started late, I left feeling confused and frustrated",negative,Dr. Nina Alvarez,doctor,negative
1032,429,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment started late, I left feeling confused and frustrated",negative,Greenfield Medical Center,facility,negative
1033,429,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment started late, I left feeling confused and frustrated",negative,appointment,appointment,negative
1034,603,"I met Dr. Marcus Lee, at Summit Care Facility, several things went wrong without explanation felt inconsistent honestly",negative,Dr. Marcus Lee,doctor,negative
1035,603,"I met Dr. Marcus Lee, at Summit Care Facility, several things went wrong without explanation felt inconsistent honestly",negative,Summit Care Facility,facility,negative
1036,503,"for cardiac ablation surgery, check in for the appointment was confusing, the experience felt disorganized and poorly explained",negative,cardiac ablation,surgery,negative
1037,503,"for cardiac ablation surgery, check in for the appointment was confusing, the experience felt disorganized and poorly explained",negative,cardiac ablation surgery,surgery,negative
1038,503,"for cardiac ablation surgery, check in for the appointment was confusing, the experience felt disorganized and poorly explained",negative,appointment,appointment,negative
1039,964,"I met Dr. Riya Patel, the appointment process was smooth, nursing staff followed standard checks, nothing stood out as especially good or bad could just be bad luck",neutral,Dr. Riya Patel,doctor,neutral
1040,964,"I met Dr. Riya Patel, the appointment process was smooth, nursing staff followed standard checks, nothing stood out as especially good or bad could just be bad luck",neutral,nursing staff,nurse,neutral
1041,964,"I met Dr. Riya Patel, the appointment process was smooth, nursing staff followed standard checks, nothing stood out as especially good or bad could just be bad luck",neutral,appointment,appointment,positive
1042,438,"I met Dr. Riya Patel, check in for the appointment was confusing, several things went wrong without explanation not sure why this happened",neutral,Dr. Riya Patel,doctor,neutral
1043,438,"I met Dr. Riya Patel, check in for the appointment was confusing, several things went wrong without explanation not sure why this happened",neutral,appointment,appointment,negative
1044,421,"I met Dr. Hannah Brooks, at Summit Care Facility, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, several things went wrong without explanation not sure why this happened",neutral,Dr. Hannah Brooks,doctor,neutral
1045,421,"I met Dr. Hannah Brooks, at Summit Care Facility, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, several things went wrong without explanation not sure why this happened",neutral,Summit Care Facility,facility,neutral
1046,421,"I met Dr. Hannah Brooks, at Summit Care Facility, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, several things went wrong without explanation not sure why this happened",neutral,laparoscopic gallbladder removal,surgery,neutral
1047,421,"I met Dr. Hannah Brooks, at Summit Care Facility, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, several things went wrong without explanation not sure why this happened",neutral,nursing staff,nurse,neutral
1048,421,"I met Dr. Hannah Brooks, at Summit Care Facility, for laparoscopic gallbladder removal, check in for the appointment was confusing, nurses changed shifts without notice, several things went wrong without explanation not sure why this happened",neutral,appointment,appointment,negative
1049,898,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression",neutral,Dr. Marcus Lee,doctor,neutral
1050,898,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression",neutral,Riverside Health Clinic,facility,neutral
1051,898,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression",neutral,nurse (individual),nurse,positive
1052,898,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression",neutral,appointment,appointment,negative
1053,960,"I met Dr. Nina Alvarez, for laparoscopic gallbladder removal, the appointment started late, nursing staff followed standard checks, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,Dr. Nina Alvarez,doctor,neutral
1054,960,"I met Dr. Nina Alvarez, for laparoscopic gallbladder removal, the appointment started late, nursing staff followed standard checks, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,laparoscopic gallbladder removal,surgery,neutral
1055,960,"I met Dr. Nina Alvarez, for laparoscopic gallbladder removal, the appointment started late, nursing staff followed standard checks, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,nursing staff,nurse,neutral
1056,960,"I met Dr. Nina Alvarez, for laparoscopic gallbladder removal, the appointment started late, nursing staff followed standard checks, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,appointment,appointment,negative
1057,960,"I met Dr. Nina Alvarez, for laparoscopic gallbladder removal, the appointment started late, nursing staff followed standard checks, I had to park far from the entrance, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,parking,parking,negative
1058,741,"I met Dr. Marcus Lee, at Greenfield Medical Center, nursing staff followed standard checks, nothing stood out as especially good or bad hard to judge overall",neutral,Dr. Marcus Lee,doctor,neutral
1059,741,"I met Dr. Marcus Lee, at Greenfield Medical Center, nursing staff followed standard checks, nothing stood out as especially good or bad hard to judge overall",neutral,Greenfield Medical Center,facility,neutral
1060,741,"I met Dr. Marcus Lee, at Greenfield Medical Center, nursing staff followed standard checks, nothing stood out as especially good or bad hard to judge overall",neutral,nursing staff,nurse,neutral
1061,669,"I met Dr. Nina Alvarez, at Greenfield Medical Center, my appointment was rescheduled twice, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,Dr. Nina Alvarez,doctor,neutral
1062,669,"I met Dr. Nina Alvarez, at Greenfield Medical Center, my appointment was rescheduled twice, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,Greenfield Medical Center,facility,neutral
1063,669,"I met Dr. Nina Alvarez, at Greenfield Medical Center, my appointment was rescheduled twice, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,appointment,appointment,negative
1064,848,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment started late, nothing stood out as especially good or bad",neutral,Dr. Steven Holt,doctor,neutral
1065,848,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment started late, nothing stood out as especially good or bad",neutral,Northlake Surgery Hospital,facility,neutral
1066,848,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment started late, nothing stood out as especially good or bad",neutral,appointment,appointment,negative
1067,167,"I met Dr. Steven Holt, at Riverside Health Clinic, for arthroscopic knee repair, the appointment started late, everything important was handled professionally",negative,Dr. Steven Holt,doctor,negative
1068,167,"I met Dr. Steven Holt, at Riverside Health Clinic, for arthroscopic knee repair, the appointment started late, everything important was handled professionally",negative,Riverside Health Clinic,facility,negative
1069,167,"I met Dr. Steven Holt, at Riverside Health Clinic, for arthroscopic knee repair, the appointment started late, everything important was handled professionally",negative,arthroscopic knee repair,surgery,negative
1070,167,"I met Dr. Steven Holt, at Riverside Health Clinic, for arthroscopic knee repair, the appointment started late, everything important was handled professionally",negative,appointment,appointment,negative
1071,748,"I met Dr. Hannah Brooks, at Greenfield Medical Center, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Dr. Hannah Brooks,doctor,neutral
1072,748,"I met Dr. Hannah Brooks, at Greenfield Medical Center, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Greenfield Medical Center,facility,neutral
1073,748,"I met Dr. Hannah Brooks, at Greenfield Medical Center, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1074,666,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, check in for the appointment was confusing, the nurse explained the medication schedule, the experience felt disorganized and poorly explained",negative,Dr. Hannah Brooks,doctor,negative
1075,666,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, check in for the appointment was confusing, the nurse explained the medication schedule, the experience felt disorganized and poorly explained",negative,Westbridge Medical Campus,facility,negative
1076,666,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, check in for the appointment was confusing, the nurse explained the medication schedule, the experience felt disorganized and poorly explained",negative,nursing staff,nurse,negative
1077,666,"I met Dr. Hannah Brooks, at Westbridge Medical Campus, check in for the appointment was confusing, the nurse explained the medication schedule, the experience felt disorganized and poorly explained",negative,appointment,appointment,negative
1078,599,"at Westbridge Medical Campus, my appointment was rescheduled twice, nursing staff followed standard checks, I left feeling confused and frustrated",negative,Westbridge Medical Campus,facility,negative
1079,599,"at Westbridge Medical Campus, my appointment was rescheduled twice, nursing staff followed standard checks, I left feeling confused and frustrated",negative,nursing staff,nurse,negative
1080,599,"at Westbridge Medical Campus, my appointment was rescheduled twice, nursing staff followed standard checks, I left feeling confused and frustrated",negative,appointment,appointment,negative
1081,563,"at Northlake Surgery Hospital, the appointment started late, I left feeling confused and frustrated",negative,Northlake Surgery Hospital,facility,negative
1082,563,"at Northlake Surgery Hospital, the appointment started late, I left feeling confused and frustrated",negative,appointment,appointment,negative
1083,42,"I met Dr. Nina Alvarez, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,Dr. Nina Alvarez,doctor,negative
1084,42,"I met Dr. Nina Alvarez, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,appointment,appointment,negative
1085,42,"I met Dr. Nina Alvarez, my appointment was rescheduled twice, I had to park far from the entrance, the care made me feel comfortable despite small issues",negative,parking,parking,negative
1086,260,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment process was smooth, one nurse was helpful while another seemed annoyed, overall the experience felt well managed and clear hard to judge overall",neutral,Dr. Steven Holt,doctor,neutral
1087,260,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment process was smooth, one nurse was helpful while another seemed annoyed, overall the experience felt well managed and clear hard to judge overall",neutral,Northlake Surgery Hospital,facility,neutral
1088,260,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment process was smooth, one nurse was helpful while another seemed annoyed, overall the experience felt well managed and clear hard to judge overall",neutral,nurse (individual),nurse,positive
1089,260,"I met Dr. Steven Holt, at Northlake Surgery Hospital, the appointment process was smooth, one nurse was helpful while another seemed annoyed, overall the experience felt well managed and clear hard to judge overall",neutral,appointment,appointment,positive
1090,551,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment process was smooth, the experience felt disorganized and poorly explained maybe I expected more",neutral,Dr. Nina Alvarez,doctor,negative
1091,551,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment process was smooth, the experience felt disorganized and poorly explained maybe I expected more",neutral,Greenfield Medical Center,facility,neutral
1092,551,"I met Dr. Nina Alvarez, at Greenfield Medical Center, the appointment process was smooth, the experience felt disorganized and poorly explained maybe I expected more",neutral,appointment,appointment,positive
1093,2,"for hernia correction surgery, the appointment started late, I had to park far from the entrance, the care made me feel comfortable despite small issues not sure why this happened",neutral,hernia correction,surgery,neutral
1094,2,"for hernia correction surgery, the appointment started late, I had to park far from the entrance, the care made me feel comfortable despite small issues not sure why this happened",neutral,hernia correction surgery,surgery,neutral
1095,2,"for hernia correction surgery, the appointment started late, I had to park far from the entrance, the care made me feel comfortable despite small issues not sure why this happened",neutral,appointment,appointment,negative
1096,2,"for hernia correction surgery, the appointment started late, I had to park far from the entrance, the care made me feel comfortable despite small issues not sure why this happened",neutral,parking,parking,negative
1097,348,"I met Dr. Steven Holt, parking signs were unclear, the experience felt disorganized and poorly explained",negative,Dr. Steven Holt,doctor,negative
1098,348,"I met Dr. Steven Holt, parking signs were unclear, the experience felt disorganized and poorly explained",negative,parking,parking,negative
1099,395,"I met Dr. Marcus Lee, at Summit Care Facility, for hernia correction sugery, the appointment started late, the experience felt disorganized and poorly explained",negative,Dr. Marcus Lee,doctor,negative
1100,395,"I met Dr. Marcus Lee, at Summit Care Facility, for hernia correction sugery, the appointment started late, the experience felt disorganized and poorly explained",negative,Summit Care Facility,facility,negative
1101,395,"I met Dr. Marcus Lee, at Summit Care Facility, for hernia correction sugery, the appointment started late, the experience felt disorganized and poorly explained",negative,hernia correction,surgery,negative
1102,395,"I met Dr. Marcus Lee, at Summit Care Facility, for hernia correction sugery, the appointment started late, the experience felt disorganized and poorly explained",negative,appointment,appointment,negative
1103,205,"I met Dr. Hannah Brooks, for hernia correction sugery, the care made me feel comfortable despite small issues could just be bad luck",neutral,Dr. Hannah Brooks,doctor,neutral
1104,205,"I met Dr. Hannah Brooks, for hernia correction sugery, the care made me feel comfortable despite small issues could just be bad luck",neutral,hernia correction,surgery,neutral
1105,851,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad not sure why this happened",neutral,Dr. Nina Alvarez,doctor,neutral
1106,851,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad not sure why this happened",neutral,Westbridge Medical Campus,facility,neutral
1107,851,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad not sure why this happened",neutral,nursing staff,nurse,neutral
1108,851,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad not sure why this happened",neutral,appointment,appointment,negative
1109,93,"I met Dr. Hannah Brooks, at Summit Care Facility, the care made me feel comfortable despite small issues",positive,Dr. Hannah Brooks,doctor,positive
1110,93,"I met Dr. Hannah Brooks, at Summit Care Facility, the care made me feel comfortable despite small issues",positive,Summit Care Facility,facility,positive
1111,787,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad maybe I expected more",neutral,Dr. Marcus Lee,doctor,neutral
1112,787,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad maybe I expected more",neutral,Northlake Surgery Hospital,facility,neutral
1113,787,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad maybe I expected more",neutral,minor outpatient biopsy,surgery,neutral
1114,787,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad maybe I expected more",neutral,nurse (individual),nurse,positive
